,totalIncome,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus,genderR,ownsCarR,ownsRealtyR,eduLvlR,incomeTypeR,housingTypeR,famStatusR
113856,157500.0,3.0,38.0,8.892721958698672,1,0,0,1,1,1,1,1,1
113866,270000.0,2.0,63.0,0.0,0,0,1,1,0,0,2,1,1
113956,180000.0,2.0,50.0,1.7248814144027598,1,1,0,0,1,1,0,1,0
113964,180000.0,2.0,50.0,1.7248814144027598,1,0,0,0,1,1,0,1,0
113972,76500.0,2.0,54.0,8.64083451405573,1,0,0,1,1,1,3,1,1
114007,189000.0,1.0,36.0,0.4736579122090118,1,0,0,1,1,0,1,1,2
114013,189000.0,1.0,36.0,0.4736579122090118,1,1,0,1,1,0,1,1,2
114028,225000.0,2.0,38.0,14.80660109379385,1,0,0,1,0,0,0,3,2
114082,225000.0,2.0,38.0,14.80660109379385,1,1,0,1,0,0,0,3,2
114175,157500.0,2.0,48.0,5.974113089248924,1,0,0,0,1,1,1,1,1
114299,337500.0,3.0,35.0,15.3897752862824,1,0,1,1,1,0,0,1,1
114342,180000.0,2.0,54.0,6.639424491947131,1,1,0,0,1,1,0,1,0
114364,180000.0,2.0,54.0,6.639424491947131,1,0,0,0,1,1,0,1,0
114438,135000.0,1.0,50.0,0.4736579122090118,1,1,0,0,1,1,0,1,2
114518,225000.0,2.0,42.0,2.724217471953565,1,1,1,1,0,1,0,5,1
114565,225000.0,2.0,42.0,2.724217471953565,1,0,1,1,0,1,0,5,1
114623,180000.0,1.0,55.0,8.974859168908328,1,1,0,0,0,1,0,2,4
114777,135000.0,3.0,27.0,4.060316091363957,1,0,1,1,1,1,0,1,1
114798,135000.0,3.0,27.0,4.060316091363957,1,1,1,1,1,1,0,1,1
114854,337500.0,1.0,32.0,9.059734286124971,1,1,1,1,0,1,0,3,2
114906,337500.0,1.0,32.0,9.059734286124971,1,0,1,1,0,1,0,3,2
115110,202500.0,2.0,39.0,12.892804095908884,1,1,0,0,0,0,1,2,1
115196,202500.0,2.0,39.0,12.892804095908884,1,0,0,0,0,0,1,2,1
115256,247500.0,2.0,41.0,3.893303763937658,1,1,0,1,1,1,1,1,1
115397,247500.0,2.0,41.0,3.893303763937658,1,0,0,1,1,1,1,1,1
115616,189000.0,2.0,52.0,1.3059816423335182,1,1,0,1,1,1,0,1,1
115676,189000.0,2.0,52.0,1.3059816423335182,1,0,0,1,1,1,0,1,1
115706,90000.0,2.0,49.0,3.641416319294715,1,0,0,0,0,1,0,1,0
115777,292500.0,1.0,53.0,15.726537848141987,1,0,0,1,1,0,1,1,4
115811,225000.0,1.0,23.0,1.4729939697598171,1,0,1,0,0,1,3,1,2
115820,180000.0,1.0,54.0,3.058242126806163,1,0,0,0,1,1,0,1,3
115855,180000.0,1.0,54.0,3.058242126806163,1,1,0,0,1,1,0,1,3
115871,315000.0,2.0,43.0,9.13639568232065,1,0,1,1,1,0,0,1,1
115926,315000.0,2.0,43.0,9.13639568232065,1,1,1,1,1,0,0,1,1
116049,162000.0,1.0,50.0,7.726373573721569,1,1,0,1,1,1,0,1,2
116182,206100.0,2.0,56.0,0.0,0,1,0,1,1,1,2,1,1
116269,206100.0,2.0,56.0,0.0,0,0,0,1,1,1,2,1,1
116292,180000.0,3.0,40.0,2.639342354736921,1,1,0,0,1,1,3,1,1
116365,180000.0,3.0,40.0,2.639342354736921,1,0,0,0,1,1,3,1,1
116403,157500.0,2.0,46.0,7.726373573721569,1,0,1,1,1,1,3,1,1
116439,225000.0,2.0,29.0,2.22044258266768,1,0,1,0,1,3,0,2,1
116462,225000.0,2.0,29.0,2.22044258266768,1,1,1,0,1,3,0,2,1
116551,135000.0,4.0,34.0,0.7255453568519545,1,1,0,1,1,1,0,1,1
116571,135000.0,4.0,34.0,0.7255453568519545,1,0,0,1,1,1,0,1,1
116593,220500.0,2.0,60.0,0.0,0,0,0,0,1,3,2,1,1
116618,220500.0,2.0,60.0,0.0,0,1,0,0,1,3,2,1,1
769802,148500.0,2.0,24.0,3.389528874651772,1,0,1,0,1,1,0,1,1
116700,405000.0,2.0,45.0,2.973367009589519,1,1,1,1,1,1,0,1,1
116837,225000.0,2.0,45.0,18.97369555843036,1,0,0,0,0,1,0,5,2
116858,180000.0,3.0,26.0,2.554467237520277,1,0,0,0,1,0,0,1,1
116882,180000.0,3.0,26.0,2.554467237520277,1,1,0,0,1,0,0,1,1
116898,112500.0,1.0,40.0,4.388864932202577,1,1,0,0,0,1,0,1,3
116919,265500.0,1.0,28.0,1.0595700117045523,1,0,1,1,1,0,0,1,2
116956,265500.0,1.0,28.0,1.0595700117045523,1,1,1,1,1,0,0,1,2
117032,157500.0,3.0,39.0,9.72504568882318,1,1,0,0,1,0,1,1,1
117053,157500.0,3.0,39.0,9.72504568882318,1,0,0,0,1,0,1,1,1
117101,135000.0,2.0,30.0,1.3059816423335182,1,0,1,1,1,1,0,1,0
117116,225000.0,2.0,55.0,34.4729871249923,1,1,0,1,1,1,0,1,1
117176,225000.0,2.0,55.0,34.4729871249923,1,0,0,1,1,1,0,1,1
117266,180000.0,2.0,56.0,17.97435950087955,1,1,0,1,1,0,1,1,1
117327,180000.0,2.0,56.0,17.97435950087955,1,0,0,1,1,0,1,1,1
117479,171000.0,2.0,43.0,0.9746948944879088,1,1,0,0,1,1,0,1,1
117636,121500.0,2.0,64.0,0.0,0,1,0,0,1,1,2,1,1
117649,121500.0,2.0,64.0,0.0,0,0,0,0,1,1,2,1,1
117685,99000.0,2.0,30.0,1.5551311799694725,1,0,1,0,1,2,1,0,0
117724,292500.0,2.0,35.0,2.891229799379864,1,0,1,1,0,1,0,1,3
117821,315000.0,2.0,43.0,15.058488538436793,1,1,0,1,1,1,1,1,1
118198,315000.0,2.0,43.0,15.058488538436793,1,0,0,1,1,1,1,1,1
118319,112500.0,2.0,61.0,0.0,0,1,0,0,1,0,2,1,1
118428,112500.0,2.0,61.0,0.0,0,0,0,0,1,0,2,1,1
769808,540000.0,2.0,55.0,1.891893741829059,1,0,1,0,0,0,1,1,1
118487,540000.0,2.0,55.0,1.891893741829059,1,1,1,0,0,0,1,1,1
118507,135000.0,2.0,60.0,5.13631354511044,1,1,0,0,1,1,0,1,1
118574,135000.0,2.0,60.0,5.13631354511044,1,0,0,0,1,1,0,1,1
118582,225000.0,4.0,32.0,4.725627494062164,1,1,0,1,1,0,3,1,1
118625,225000.0,4.0,32.0,4.725627494062164,1,0,0,1,1,0,3,1,1
118772,148500.0,4.0,37.0,0.8076825670616098,1,1,0,0,1,1,1,1,1
118832,148500.0,4.0,37.0,0.8076825670616098,1,0,0,0,1,1,1,1,1
118884,283500.0,4.0,40.0,6.891311936590074,1,1,1,0,0,1,0,1,1
118896,283500.0,4.0,40.0,6.891311936590074,1,0,1,0,0,1,0,1,1
118981,225000.0,1.0,30.0,5.8919758790392684,1,0,1,1,1,0,1,3,2
119005,225000.0,1.0,30.0,5.8919758790392684,1,1,1,1,1,0,1,3,2
119141,135000.0,3.0,26.0,5.473076106970026,1,0,1,0,1,0,0,1,1
119178,180000.0,2.0,40.0,5.306063779543727,1,1,1,0,1,1,1,1,2
119218,135000.0,2.0,39.0,4.221852604776279,1,0,0,1,1,1,1,1,1
119232,135000.0,2.0,39.0,4.221852604776279,1,1,0,1,1,1,1,1,1
119275,157500.0,4.0,31.0,0.555795122418667,1,1,0,0,1,1,1,1,0
119280,112500.0,1.0,65.0,0.0,0,0,0,0,0,0,2,1,4
119353,118350.0,3.0,28.0,2.135567465451036,1,1,0,0,1,0,0,1,0
119374,135000.0,2.0,30.0,4.473740049419221,1,1,1,0,0,2,0,1,0
119402,135000.0,2.0,30.0,4.473740049419221,1,0,1,0,0,2,0,1,0
119426,270000.0,2.0,29.0,7.726373573721569,1,0,1,1,1,1,0,1,1
119478,450000.0,2.0,47.0,25.136724231161487,1,0,0,0,1,1,1,1,1
119601,405000.0,2.0,33.0,5.974113089248924,1,0,0,0,1,0,1,1,1
119613,405000.0,2.0,33.0,5.974113089248924,1,1,0,0,1,0,1,1,1
119747,157500.0,2.0,49.0,10.724381746373984,1,1,0,0,1,1,0,1,1
119751,157500.0,2.0,49.0,10.724381746373984,1,0,0,0,1,1,0,1,1
119793,180000.0,2.0,65.0,0.0,0,0,1,1,1,0,2,1,1
119800,427500.0,2.0,57.0,0.0,0,0,0,1,1,1,2,1,1
119807,225000.0,2.0,42.0,15.307638076072744,1,1,1,0,1,1,1,1,1
119927,225000.0,2.0,60.0,0.0,0,0,0,0,1,0,2,1,1
119956,157500.0,2.0,27.0,8.221934741986487,1,0,1,0,1,1,0,1,1
120003,157500.0,2.0,27.0,8.221934741986487,1,1,1,0,1,1,0,1,1
120024,360000.0,2.0,30.0,1.3881188525431734,1,0,0,1,1,0,1,1,1
120048,180000.0,2.0,51.0,19.7266199853522,1,0,0,1,1,0,1,1,3
120059,180000.0,2.0,51.0,19.7266199853522,1,1,0,1,1,0,1,1,3
120195,270000.0,3.0,30.0,0.555795122418667,1,1,1,1,0,0,0,0,1
120220,270000.0,3.0,30.0,0.555795122418667,1,0,1,1,0,0,0,0,1
120300,112500.0,1.0,38.0,1.1362314079002307,1,1,0,0,1,1,0,0,2
120316,247500.0,1.0,55.0,16.975023443328748,1,1,0,0,1,0,3,1,4
120484,247500.0,1.0,55.0,16.975023443328748,1,0,0,0,1,0,3,1,4
120573,135000.0,2.0,37.0,4.388864932202577,1,1,0,0,1,1,0,1,1
120639,139500.0,2.0,26.0,1.2211065251168745,1,0,0,0,1,0,0,3,1
120683,225000.0,2.0,42.0,3.058242126806163,1,1,1,1,1,0,1,1,1
120731,225000.0,2.0,42.0,3.058242126806163,1,0,1,1,1,0,1,1,1
120779,360000.0,2.0,35.0,11.058406401226582,1,1,1,0,1,1,1,1,1
120813,360000.0,2.0,35.0,11.058406401226582,1,0,1,0,1,1,1,1,1
121478,63000.0,2.0,40.0,2.058906069255358,1,1,1,0,1,1,0,1,2
121488,63000.0,2.0,40.0,2.058906069255358,1,0,1,0,1,1,0,1,2
121497,225000.0,2.0,24.0,1.2211065251168745,1,0,1,1,1,1,0,1,0
121510,157500.0,1.0,25.0,2.973367009589519,1,0,1,1,1,1,1,1,2
121516,337500.0,3.0,29.0,7.137723567219039,1,1,0,1,0,0,0,1,1
121528,337500.0,3.0,29.0,7.137723567219039,1,0,0,1,0,0,0,1,1
121664,67500.0,2.0,43.0,4.725627494062164,1,0,0,0,1,1,0,1,1
121676,67500.0,2.0,43.0,4.725627494062164,1,1,0,0,1,1,0,1,1
121730,450000.0,4.0,62.0,3.808428646721014,1,1,1,0,1,0,1,1,1
121864,135000.0,2.0,56.0,0.0,0,0,0,0,1,1,2,1,1
121886,135000.0,2.0,33.0,4.892639821488463,1,0,0,0,0,0,0,1,1
121905,135000.0,2.0,33.0,4.892639821488463,1,1,0,0,0,0,0,1,1
769815,247500.0,2.0,64.0,0.0,0,0,0,0,1,1,2,1,1
769829,247500.0,2.0,64.0,0.0,0,1,0,0,1,1,2,1,1
121923,108000.0,2.0,23.0,3.726291436511359,1,0,0,0,1,1,0,1,1
121944,135000.0,2.0,44.0,8.306809859203131,1,1,0,0,1,1,0,1,1
121982,135000.0,2.0,44.0,8.306809859203131,1,0,0,0,1,1,0,1,1
122046,270000.0,2.0,63.0,9.89205801624948,1,0,0,0,1,1,1,1,1
122093,112500.0,4.0,35.0,2.8063546821632204,1,1,0,0,1,1,1,1,1
122106,112500.0,4.0,35.0,2.8063546821632204,1,0,0,0,1,1,1,1,1
122155,225000.0,2.0,54.0,15.474650403499044,1,0,1,1,1,0,0,1,1
122158,112500.0,4.0,44.0,2.973367009589519,1,0,0,0,0,1,0,1,1
122168,85500.0,2.0,62.0,0.0,0,1,0,0,1,1,2,1,1
122239,135000.0,3.0,34.0,1.974030952038714,1,0,0,1,1,0,0,1,1
122252,135000.0,3.0,34.0,1.974030952038714,1,1,0,1,1,0,0,1,1
122575,450000.0,2.0,48.0,9.13639568232065,1,0,0,0,1,0,0,1,0
122583,450000.0,2.0,48.0,9.13639568232065,1,1,0,0,1,0,0,1,0
122664,135000.0,2.0,48.0,5.555213317179682,1,0,1,1,0,0,1,1,1
122669,180000.0,2.0,51.0,1.0595700117045523,1,0,0,0,1,1,1,1,1
122757,171000.0,2.0,53.0,4.64075237684552,1,1,1,0,1,1,0,1,1
122815,171000.0,2.0,53.0,4.64075237684552,1,0,1,0,1,1,0,1,1
122857,202500.0,2.0,41.0,5.640088434396326,1,1,1,0,1,0,0,1,1
122887,202500.0,2.0,41.0,5.640088434396326,1,0,1,0,1,0,0,1,1
123011,180000.0,2.0,44.0,17.807347173453252,1,1,0,0,1,1,1,1,1
123047,135000.0,3.0,34.0,1.891893741829059,1,0,1,1,1,1,1,1,1
123062,135000.0,3.0,36.0,3.556541202078072,1,1,0,1,1,1,0,1,1
123118,157500.0,3.0,38.0,8.47382218662943,1,0,1,1,1,1,0,1,1
123163,157500.0,3.0,38.0,8.47382218662943,1,1,1,1,1,1,0,1,1
123451,270000.0,2.0,34.0,8.060398228574167,1,1,1,0,1,1,0,1,0
123464,270000.0,2.0,34.0,8.060398228574167,1,0,1,0,1,1,0,1,0
123478,202500.0,3.0,46.0,8.974859168908328,1,1,1,0,1,1,0,1,1
123623,135000.0,5.0,42.0,4.555877259628876,1,1,0,0,1,1,0,1,1
123649,135000.0,5.0,42.0,4.555877259628876,1,0,0,0,1,1,0,1,1
123696,234000.0,2.0,52.0,6.80643681937343,1,0,0,1,1,1,0,1,1
123713,234000.0,2.0,52.0,6.80643681937343,1,1,0,1,1,1,0,1,1
123729,126000.0,5.0,34.0,3.893303763937658,1,0,1,0,0,1,0,3,0
123762,126000.0,5.0,34.0,3.893303763937658,1,1,1,0,0,1,0,3,0
123886,112500.0,3.0,60.0,0.0,0,1,0,1,1,1,2,1,2
123929,121500.0,1.0,28.0,3.893303763937658,1,0,1,0,0,1,0,1,2
123930,270000.0,1.0,60.0,0.0,0,0,0,0,0,1,2,1,4
123969,270000.0,1.0,53.0,10.47249430173104,1,1,1,1,1,3,0,1,3
124017,270000.0,1.0,53.0,10.47249430173104,1,0,1,1,1,3,0,1,3
124396,67500.0,2.0,28.0,5.13631354511044,1,1,0,0,0,1,0,1,1
124431,67500.0,2.0,28.0,5.13631354511044,1,0,0,0,0,1,0,1,1
124569,126000.0,2.0,54.0,2.891229799379864,1,0,1,0,1,1,0,1,1
124582,112500.0,2.0,48.0,4.892639821488463,1,1,0,1,1,1,0,1,1
124652,112500.0,2.0,48.0,4.892639821488463,1,0,0,1,1,1,0,1,1
124840,225000.0,1.0,48.0,0.388782794992368,1,1,0,0,1,1,0,1,4
124930,225000.0,1.0,48.0,0.388782794992368,1,0,0,0,1,1,0,1,4
125090,90000.0,2.0,26.0,1.974030952038714,1,0,0,1,1,1,0,1,1
125095,189000.0,2.0,42.0,16.060562502994586,1,0,1,0,1,1,1,1,1
125104,90000.0,2.0,48.0,0.6406702396353108,1,1,0,0,1,1,3,1,1
125173,103500.0,2.0,58.0,0.0,0,0,0,0,1,1,2,1,1
125189,103500.0,2.0,58.0,0.0,0,1,0,0,1,1,2,1,1
125219,103500.0,1.0,55.0,2.135567465451036,1,0,1,0,1,1,0,1,2
125244,135000.0,2.0,62.0,0.0,0,1,0,0,1,1,2,1,1
125312,135000.0,2.0,62.0,0.0,0,0,0,0,1,1,2,1,1
125341,135000.0,1.0,60.0,0.0,0,1,0,1,1,0,2,1,3
125422,135000.0,1.0,60.0,0.0,0,0,0,1,1,0,2,1,3
125577,180000.0,5.0,32.0,1.974030952038714,1,1,0,1,1,1,1,1,1
125612,180000.0,5.0,32.0,1.974030952038714,1,0,0,1,1,1,1,1,1
125793,193500.0,1.0,53.0,6.058988206465568,1,1,0,0,1,1,0,1,3
125988,112500.0,4.0,28.0,2.4723300273106226,1,1,0,0,1,1,1,1,1
125993,81000.0,3.0,43.0,6.387537047304188,1,0,0,0,0,3,0,1,2
126045,103500.0,1.0,65.0,0.0,0,0,0,0,1,1,2,1,2
126052,103500.0,1.0,65.0,0.0,0,1,0,0,1,1,2,1,2
126071,270000.0,2.0,34.0,0.9746948944879088,1,0,1,1,1,0,0,1,1
126146,270000.0,2.0,34.0,0.9746948944879088,1,1,1,1,1,0,0,1,1
126294,252000.0,3.0,47.0,14.63958876636755,1,0,1,1,0,1,0,1,1
126300,252000.0,3.0,47.0,14.63958876636755,1,1,1,1,0,1,0,1,1
126323,112500.0,2.0,38.0,1.1362314079002307,1,0,0,0,1,1,0,1,1
126333,112500.0,2.0,38.0,1.1362314079002307,1,1,0,0,1,1,0,1,1
126486,81000.0,1.0,51.0,1.0595700117045523,1,0,0,0,1,1,0,1,3
126497,292500.0,2.0,47.0,9.640170571606536,1,0,0,0,1,1,0,1,1
126515,292500.0,2.0,47.0,9.640170571606536,1,1,0,0,1,1,0,1,1
126535,135000.0,3.0,43.0,23.97585166019836,1,1,0,0,1,1,0,1,1
769862,90000.0,2.0,33.0,13.059816423335182,1,0,0,0,1,3,0,0,2
126562,67500.0,4.0,34.0,14.554713649150909,1,1,0,0,1,1,0,1,1
126589,157500.0,1.0,25.0,1.640006297186116,1,0,1,0,1,1,0,3,2
126610,157500.0,1.0,54.0,2.387454910093979,1,0,0,0,1,1,0,1,2
126635,90000.0,2.0,64.0,0.0,0,1,0,0,1,1,2,1,1
126675,90000.0,2.0,64.0,0.0,0,0,0,0,1,1,2,1,1
127036,675000.0,4.0,37.0,8.221934741986487,1,1,1,1,1,0,1,1,1
127151,675000.0,4.0,37.0,8.221934741986487,1,0,1,1,1,0,1,1,1
127370,67500.0,3.0,27.0,1.3881188525431734,1,1,0,0,1,1,0,1,1
127394,67500.0,3.0,27.0,1.3881188525431734,1,0,0,0,1,1,0,1,1
127426,112500.0,2.0,59.0,0.0,0,1,0,0,1,1,2,1,1
127446,202500.0,2.0,55.0,5.221188662327084,1,1,0,0,1,1,3,1,1
127475,202500.0,2.0,55.0,5.221188662327084,1,0,0,0,1,1,3,1,1
127494,135000.0,2.0,55.0,2.639342354736921,1,0,0,0,1,1,0,1,1
127510,135000.0,2.0,28.0,1.640006297186116,1,1,0,0,1,2,0,1,3
127524,135000.0,2.0,28.0,1.640006297186116,1,0,0,0,1,2,0,1,3
127640,135000.0,1.0,61.0,0.0,0,1,0,0,1,1,2,1,4
127682,202500.0,2.0,47.0,2.3053176998843234,1,1,1,1,1,0,0,1,1
127706,153000.0,2.0,26.0,2.891229799379864,1,0,0,0,1,2,1,1,1
127758,153000.0,2.0,26.0,2.891229799379864,1,1,0,0,1,2,1,1,1
127813,135000.0,2.0,62.0,0.0,0,0,0,0,1,0,2,1,1
127835,135000.0,4.0,32.0,8.060398228574167,1,0,1,1,1,0,0,1,1
127843,135000.0,4.0,32.0,8.060398228574167,1,1,1,1,1,0,0,1,1
128070,315000.0,3.0,37.0,9.974195226459132,1,0,1,1,0,1,3,1,1
128116,315000.0,3.0,37.0,9.974195226459132,1,1,1,1,0,1,3,1,1
128233,99000.0,2.0,59.0,0.0,0,0,0,0,1,1,2,1,1
128241,225000.0,4.0,41.0,12.64091665126594,1,1,0,1,1,0,3,1,1
128515,123750.0,2.0,46.0,1.640006297186116,1,1,0,0,1,1,0,1,1
128654,123750.0,2.0,46.0,1.640006297186116,1,0,0,0,1,1,0,1,1
128818,337500.0,2.0,29.0,4.64075237684552,1,0,0,0,1,0,3,1,3
128863,180000.0,2.0,39.0,6.058988206465568,1,0,0,0,1,1,1,1,1
128870,360000.0,2.0,35.0,8.47382218662943,1,0,0,1,1,1,1,1,1
128884,360000.0,2.0,35.0,8.47382218662943,1,1,0,1,1,1,1,1,1
128910,162000.0,1.0,56.0,6.60383170085628,1,0,0,0,1,1,0,1,2
128928,207000.0,1.0,56.0,1.4374011786689664,1,0,0,0,1,1,0,1,4
128988,157500.0,2.0,63.0,0.0,0,0,0,0,0,1,2,1,1
129023,225000.0,2.0,41.0,10.43963941764718,1,0,1,1,0,1,0,1,1
129031,90000.0,2.0,49.0,23.02579792877335,1,0,0,0,0,1,0,1,1
129071,67500.0,3.0,50.0,0.522940238334805,1,0,0,0,1,1,3,1,0
129085,202500.0,2.0,35.0,9.607315687522672,1,0,1,0,0,0,0,1,1
129104,247500.0,2.0,41.0,5.941258205165061,1,1,0,1,0,0,1,1,1
129184,157500.0,2.0,51.0,11.104950820345389,1,0,0,0,0,0,1,1,0
129188,180000.0,2.0,35.0,4.941922147614256,1,1,0,0,0,1,1,1,1
129210,157500.0,5.0,32.0,9.188415915453431,1,1,0,0,1,1,0,1,0
129214,292500.0,5.0,33.0,10.773664072499775,1,0,0,0,1,2,0,1,1
129272,360000.0,2.0,56.0,14.858621326926633,1,0,0,1,1,1,1,1,1
129280,117000.0,2.0,57.0,0.0,0,1,0,0,1,1,2,1,1
129338,202500.0,3.0,54.0,32.942497108085725,1,1,0,0,0,1,0,1,1
129369,225000.0,2.0,37.0,8.189079857902627,1,0,0,1,1,1,1,1,1
129381,112500.0,2.0,58.0,0.0,0,1,0,0,1,1,2,1,0
129390,315000.0,2.0,52.0,8.104204740685983,1,1,0,0,1,1,1,1,1
129416,202500.0,1.0,49.0,9.103540798236788,1,0,1,0,0,1,0,2,2
129434,130500.0,2.0,54.0,31.025962203193767,1,1,1,1,1,1,0,1,1
129486,202500.0,2.0,42.0,12.189161995112835,1,1,1,1,0,1,0,1,1
129512,193500.0,2.0,57.0,0.0,0,0,0,0,1,0,2,1,1
129529,157500.0,2.0,47.0,2.3546000260101163,1,0,1,1,1,1,1,1,1
129562,157500.0,2.0,48.0,1.267650944235679,1,1,1,1,1,1,1,1,1
129600,202500.0,2.0,28.0,6.2670691389966935,1,1,1,1,1,1,0,1,1
129637,135000.0,4.0,37.0,1.601675599088277,1,1,0,0,1,1,1,1,0
129664,108000.0,3.0,44.0,12.6025859531681,1,1,0,0,1,1,0,1,1
129668,135000.0,2.0,52.0,0.0,0,0,0,0,1,1,2,1,1
129680,157500.0,2.0,62.0,0.0,0,1,0,0,0,1,2,1,1
129692,193500.0,2.0,49.0,13.185760145656651,1,1,1,1,1,0,3,1,1
129732,252000.0,2.0,36.0,17.51986693771946,1,0,0,1,1,1,3,1,1
129737,112500.0,2.0,37.0,6.023395415374717,1,1,0,0,0,1,1,1,1
129739,202500.0,2.0,33.0,8.101466833678995,1,1,0,0,1,1,0,1,1
129759,135000.0,3.0,43.0,22.60416024969712,1,1,0,0,1,1,1,1,1
129784,225000.0,2.0,53.0,8.186341950895638,1,1,1,1,1,1,0,1,1
129798,94500.0,2.0,50.0,1.689288623311909,1,0,0,0,1,1,0,1,1
129817,225000.0,2.0,60.0,0.0,0,1,0,0,0,1,2,1,1
129843,103500.0,3.0,35.0,3.0226493357153124,1,0,0,0,1,1,0,1,1
129867,90000.0,2.0,52.0,4.547663538607911,1,0,1,1,1,1,1,1,1
129883,180000.0,2.0,61.0,0.0,0,1,0,0,1,1,2,1,1
129958,180000.0,2.0,61.0,0.0,0,0,0,0,1,1,2,1,1
130119,126000.0,2.0,60.0,6.965235425778763,1,1,0,0,1,1,0,1,1
130160,126000.0,2.0,60.0,6.965235425778763,1,0,0,0,1,1,0,1,1
130171,108000.0,2.0,59.0,0.0,0,1,0,1,1,1,2,1,1
130215,108000.0,2.0,59.0,0.0,0,0,0,1,1,1,2,1,1
130225,144000.0,2.0,59.0,0.0,0,1,0,1,1,1,2,1,0
130265,180000.0,2.0,54.0,12.465690602818675,1,0,1,0,1,1,0,1,1
130391,180000.0,2.0,54.0,12.465690602818675,1,1,1,0,1,1,0,1,1
130450,81000.0,1.0,64.0,0.0,0,1,0,0,1,1,2,1,3
130602,247500.0,2.0,58.0,0.0,0,1,0,0,0,0,2,1,1
130643,90000.0,4.0,29.0,0.2984318637617473,1,0,0,0,1,1,0,1,1
130656,90000.0,4.0,29.0,0.2984318637617473,1,1,0,0,1,1,0,1,1
130689,135000.0,2.0,59.0,0.0,0,1,0,0,1,0,2,1,1
130717,135000.0,2.0,42.0,0.2984318637617473,1,1,1,1,1,1,1,1,1
130723,157500.0,2.0,39.0,11.718241989910812,1,0,1,0,1,0,0,1,1
130734,157500.0,2.0,39.0,11.718241989910812,1,1,1,0,1,0,0,1,1
130914,225000.0,4.0,37.0,2.7160037509325994,1,1,1,1,1,0,0,1,1
130952,225000.0,4.0,37.0,2.7160037509325994,1,0,1,1,1,0,0,1,1
131319,112500.0,1.0,29.0,1.4647802487388517,1,0,0,0,0,1,0,1,2
131325,116653.5,2.0,26.0,4.547663538607911,1,1,1,1,1,1,1,1,1
131364,116653.5,2.0,26.0,4.547663538607911,1,0,1,1,1,1,1,1,1
131387,112500.0,2.0,49.0,7.633284735483959,1,1,1,0,1,1,1,1,1
131428,220500.0,2.0,42.0,0.4654441911880463,1,0,0,0,0,1,0,1,1
131533,202500.0,1.0,65.0,0.0,0,1,0,0,1,1,2,1,3
131663,265500.0,2.0,57.0,0.0,0,1,0,0,0,1,2,1,1
131777,265500.0,2.0,57.0,0.0,0,0,0,0,0,1,2,1,1
131835,247500.0,3.0,39.0,0.9664811734669432,1,0,0,1,1,2,0,1,1
131841,247500.0,3.0,39.0,0.9664811734669432,1,1,0,1,1,2,0,1,1
131844,157500.0,4.0,43.0,0.3805690739714025,1,1,1,1,1,1,0,1,1
131853,157500.0,4.0,43.0,0.3805690739714025,1,0,1,1,1,1,0,1,1
131878,180000.0,4.0,46.0,5.3799872687324175,1,0,1,1,1,1,3,3,1
131893,180000.0,4.0,46.0,5.3799872687324175,1,1,1,1,1,1,3,3,1
131894,157500.0,2.0,43.0,6.716085888142809,1,0,0,0,1,1,0,1,1
131932,225000.0,2.0,42.0,23.2995886294722,1,1,0,0,0,1,3,1,1
132049,135000.0,2.0,43.0,0.6324565186143453,1,0,0,0,1,1,0,1,1
132094,40500.0,2.0,50.0,0.0,0,0,0,0,1,1,2,1,1
132161,202500.0,2.0,65.0,0.0,0,0,0,0,1,1,2,1,1
132167,202500.0,2.0,65.0,0.0,0,1,0,0,1,1,2,1,1
132242,81000.0,2.0,37.0,5.716749830592004,1,1,0,1,1,1,0,1,1
132323,225000.0,1.0,33.0,3.8002149257000486,1,0,0,0,0,1,0,1,3
132339,225000.0,1.0,33.0,3.8002149257000486,1,1,0,0,0,1,0,1,3
132445,81000.0,2.0,53.0,0.2984318637617473,1,1,0,0,1,1,0,1,1
132466,270000.0,2.0,56.0,0.0,0,1,0,0,1,1,2,1,1
132530,270000.0,2.0,30.0,1.128017686879265,1,0,1,1,1,0,0,1,1
132533,270000.0,2.0,30.0,1.128017686879265,1,1,1,1,1,0,0,1,1
132659,270000.0,1.0,40.0,3.466190270847451,1,0,0,1,1,0,1,1,2
132670,270000.0,1.0,40.0,3.466190270847451,1,1,0,1,1,0,1,1,2
132707,360000.0,4.0,37.0,2.297103978863358,1,1,1,1,1,1,0,1,1
132868,157500.0,4.0,38.0,4.632538655824555,1,1,0,0,1,1,0,1,1
132895,157500.0,4.0,38.0,4.632538655824555,1,0,0,0,1,1,0,1,1
133004,270000.0,2.0,48.0,0.2984318637617473,1,1,0,0,1,0,0,1,1
133050,180000.0,2.0,58.0,0.0,0,0,0,0,1,1,2,1,0
133073,180000.0,2.0,58.0,0.0,0,1,0,0,1,1,2,1,0
133219,270000.0,2.0,35.0,8.632620793034764,1,0,0,1,0,1,0,1,1
133253,252000.0,3.0,50.0,0.717331635830989,1,1,1,1,1,0,0,1,1
133292,135000.0,2.0,28.0,2.1273537444300703,1,0,1,1,1,0,0,1,1
133295,112500.0,2.0,53.0,0.0,0,0,0,0,0,1,2,1,1
133324,112500.0,2.0,53.0,0.0,0,1,0,0,0,1,2,1,1
133384,135000.0,1.0,32.0,1.9658172310177484,1,1,1,0,0,0,0,3,2
