,totalIncome,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus,genderR,ownsCarR,ownsRealtyR,eduLvlR,incomeTypeR,housingTypeR,famStatusR
1961,180000,2,29,3,1,0,0,1,0,1,0,1,1
1962,99000,2,52,12,1,0,1,0,1,1,1,1,2
1963,157500,2,63,0,0,0,0,1,1,1,2,1,0
1964,81000,1,62,0,0,0,0,0,1,1,2,1,3
1965,67500,1,54,5,1,0,1,0,1,0,0,1,2
1966,270000,2,57,0,0,0,0,0,0,1,2,1,1
1967,225000,1,51,7,1,0,0,1,1,0,3,1,3
1968,202500,1,64,0,0,0,1,1,1,1,2,1,2
1969,202500,2,49,12,1,0,0,0,1,1,0,1,3
1970,67500,3,38,10,1,0,0,0,0,1,0,1,0
1972,135000,1,50,7,1,1,1,1,0,1,0,1,2
1973,112500,3,38,1,1,0,0,0,1,1,0,1,1
1974,157500,2,38,3,1,1,0,1,1,1,0,1,1
1975,270000,1,48,6,1,0,0,1,1,1,0,1,3
1976,81000,2,61,0,0,0,0,0,1,1,2,1,0
1977,76500,2,55,6,1,0,1,0,1,0,0,1,1
1978,247500,4,34,0,1,1,1,1,0,1,0,3,1
1979,180000,1,45,16,1,0,0,0,1,1,1,1,2
1980,112500,1,39,5,1,0,0,0,1,1,0,1,2
1981,216000,2,53,5,1,0,1,1,1,0,1,1,1
1982,292500,2,45,6,1,0,0,1,1,0,3,1,1
1983,157500,2,47,13,1,0,0,0,1,1,0,1,1
1984,225000,1,50,4,1,1,0,0,1,0,1,1,2
1985,225000,1,50,4,1,0,0,0,1,0,1,1,2
1988,130500,3,39,15,1,0,0,1,1,1,0,1,1
1989,130500,3,39,15,1,1,0,1,1,1,0,1,1
1990,180000,2,32,1,1,1,0,0,0,1,0,2,1
1991,112500,2,45,3,1,1,1,0,1,1,0,1,0
1992,112500,2,45,3,1,0,1,0,1,1,0,1,0
1993,202500,2,32,3,1,0,1,1,1,1,0,1,1
1994,202500,2,32,3,1,1,1,1,1,1,0,1,1
1995,270000,3,48,0,1,1,1,1,1,1,0,1,1
1996,270000,3,48,0,1,0,1,1,1,1,0,1,1
1997,360000,4,35,6,1,0,0,1,0,2,0,1,1
1998,157500,3,33,7,1,0,0,0,0,2,1,3,1
1999,157500,3,33,7,1,1,0,0,0,2,1,3,1
2001,135000,1,39,1,1,0,1,1,1,1,0,1,3
2002,360000,2,55,1,1,0,1,1,1,2,1,1,1
2003,157500,2,33,0,1,0,1,0,0,1,1,1,0
2004,157500,2,33,0,1,1,1,0,0,1,1,1,0
2005,157500,3,38,8,1,1,0,1,1,1,1,1,1
2006,157500,3,38,8,1,0,0,1,1,1,1,1,1
2007,270000,2,63,0,0,0,1,1,0,0,2,1,1
2008,180000,2,50,1,1,1,0,0,1,1,0,1,0
2009,180000,2,50,1,1,0,0,0,1,1,0,1,0
2010,76500,2,54,8,1,0,0,1,1,1,3,1,1
2011,189000,1,36,0,1,0,0,1,1,0,1,1,2
2012,189000,1,36,0,1,1,0,1,1,0,1,1,2
2013,225000,2,38,14,1,0,0,1,0,0,0,3,2
2014,225000,2,38,14,1,1,0,1,0,0,0,3,2
2015,157500,2,48,5,1,0,0,0,1,1,1,1,1
2016,337500,3,35,15,1,0,1,1,1,0,0,1,1
2017,180000,2,54,6,1,1,0,0,1,1,0,1,0
2018,180000,2,54,6,1,0,0,0,1,1,0,1,0
2019,135000,1,50,0,1,1,0,0,1,1,0,1,2
2020,225000,2,42,2,1,1,1,1,0,1,0,5,1
2021,225000,2,42,2,1,0,1,1,0,1,0,5,1
2022,180000,1,55,8,1,1,0,0,0,1,0,2,4
2023,135000,3,27,4,1,0,1,1,1,1,0,1,1
2024,135000,3,27,4,1,1,1,1,1,1,0,1,1
2025,337500,1,32,9,1,1,1,1,0,1,0,3,2
2026,337500,1,32,9,1,0,1,1,0,1,0,3,2
2027,202500,2,39,12,1,1,0,0,0,0,1,2,1
2028,202500,2,39,12,1,0,0,0,0,0,1,2,1
2029,247500,2,41,3,1,1,0,1,1,1,1,1,1
2030,247500,2,41,3,1,0,0,1,1,1,1,1,1
2031,189000,2,52,1,1,1,0,1,1,1,0,1,1
2032,189000,2,52,1,1,0,0,1,1,1,0,1,1
2033,90000,2,49,3,1,0,0,0,0,1,0,1,0
2034,292500,1,53,15,1,0,0,1,1,0,1,1,4
2035,225000,1,23,1,1,0,1,0,0,1,3,1,2
2036,180000,1,54,3,1,0,0,0,1,1,0,1,3
2037,180000,1,54,3,1,1,0,0,1,1,0,1,3
2038,315000,2,43,9,1,0,1,1,1,0,0,1,1
2039,315000,2,43,9,1,1,1,1,1,0,0,1,1
2040,162000,1,50,7,1,1,0,1,1,1,0,1,2
2041,206100,2,56,0,0,1,0,1,1,1,2,1,1
2042,206100,2,56,0,0,0,0,1,1,1,2,1,1
2043,180000,3,40,2,1,1,0,0,1,1,3,1,1
2044,180000,3,40,2,1,0,0,0,1,1,3,1,1
2045,157500,2,46,7,1,0,1,1,1,1,3,1,1
2046,225000,2,29,2,1,0,1,0,1,3,0,2,1
2047,225000,2,29,2,1,1,1,0,1,3,0,2,1
2048,135000,4,34,0,1,1,0,1,1,1,0,1,1
2049,135000,4,34,0,1,0,0,1,1,1,0,1,1
2050,220500,2,60,0,0,0,0,0,1,3,2,1,1
2051,220500,2,60,0,0,1,0,0,1,3,2,1,1
2052,148500,2,24,3,1,0,1,0,1,1,0,1,1
2054,225000,2,45,18,1,0,0,0,0,1,0,5,2
2055,180000,3,26,2,1,0,0,0,1,0,0,1,1
2056,180000,3,26,2,1,1,0,0,1,0,0,1,1
2057,112500,1,40,4,1,1,0,0,0,1,0,1,3
2058,265500,1,28,1,1,0,1,1,1,0,0,1,2
2059,265500,1,28,1,1,1,1,1,1,0,0,1,2
2060,157500,3,39,9,1,1,0,0,1,0,1,1,1
2061,157500,3,39,9,1,0,0,0,1,0,1,1,1
2062,135000,2,30,1,1,0,1,1,1,1,0,1,0
2065,180000,2,56,17,1,1,0,1,1,0,1,1,1
2066,180000,2,56,17,1,0,0,1,1,0,1,1,1
2067,171000,2,43,0,1,1,0,0,1,1,0,1,1
2068,121500,2,64,0,0,1,0,0,1,1,2,1,1
2069,121500,2,64,0,0,0,0,0,1,1,2,1,1
2070,99000,2,30,1,1,0,1,0,1,2,1,0,0
2071,292500,2,35,2,1,0,1,1,0,1,0,1,3
2072,315000,2,43,15,1,1,0,1,1,1,1,1,1
2073,315000,2,43,15,1,0,0,1,1,1,1,1,1
2074,112500,2,61,0,0,1,0,0,1,0,2,1,1
2075,112500,2,61,0,0,0,0,0,1,0,2,1,1
2078,135000,2,60,5,1,1,0,0,1,1,0,1,1
2079,135000,2,60,5,1,0,0,0,1,1,0,1,1
2080,225000,4,32,4,1,1,0,1,1,0,3,1,1
2081,225000,4,32,4,1,0,0,1,1,0,3,1,1
2082,148500,4,37,0,1,1,0,0,1,1,1,1,1
2083,148500,4,37,0,1,0,0,0,1,1,1,1,1
2084,283500,4,40,6,1,1,1,0,0,1,0,1,1
2085,283500,4,40,6,1,0,1,0,0,1,0,1,1
2086,225000,1,30,5,1,0,1,1,1,0,1,3,2
2087,225000,1,30,5,1,1,1,1,1,0,1,3,2
2088,135000,3,26,5,1,0,1,0,1,0,0,1,1
2089,180000,2,40,5,1,1,1,0,1,1,1,1,2
2090,135000,2,39,4,1,0,0,1,1,1,1,1,1
2091,135000,2,39,4,1,1,0,1,1,1,1,1,1
2092,157500,4,31,0,1,1,0,0,1,1,1,1,0
2093,112500,1,65,0,0,0,0,0,0,0,2,1,4
2094,118350,3,28,2,1,1,0,0,1,0,0,1,0
2095,135000,2,30,4,1,1,1,0,0,2,0,1,0
2096,135000,2,30,4,1,0,1,0,0,2,0,1,0
2097,270000,2,29,7,1,0,1,1,1,1,0,1,1
2101,157500,2,49,10,1,1,0,0,1,1,0,1,1
2102,157500,2,49,10,1,0,0,0,1,1,0,1,1
2103,180000,2,65,0,0,0,1,1,1,0,2,1,1
2105,225000,2,42,15,1,1,1,0,1,1,1,1,1
2106,225000,2,60,0,0,0,0,0,1,0,2,1,1
2107,157500,2,27,8,1,0,1,0,1,1,0,1,1
2108,157500,2,27,8,1,1,1,0,1,1,0,1,1
2109,360000,2,30,1,1,0,0,1,1,0,1,1,1
2112,270000,3,30,0,1,1,1,1,0,0,0,0,1
2113,270000,3,30,0,1,0,1,1,0,0,0,0,1
2114,112500,1,38,1,1,1,0,0,1,1,0,0,2
2115,247500,1,55,16,1,1,0,0,1,0,3,1,4
2116,247500,1,55,16,1,0,0,0,1,0,3,1,4
2117,135000,2,37,4,1,1,0,0,1,1,0,1,1
2118,139500,2,26,1,1,0,0,0,1,0,0,3,1
2119,225000,2,42,3,1,1,1,1,1,0,1,1,1
2120,225000,2,42,3,1,0,1,1,1,0,1,1,1
2121,360000,2,35,11,1,1,1,0,1,1,1,1,1
2122,360000,2,35,11,1,0,1,0,1,1,1,1,1
2123,63000,2,40,2,1,1,1,0,1,1,0,1,2
2124,63000,2,40,2,1,0,1,0,1,1,0,1,2
2125,225000,2,24,1,1,0,1,1,1,1,0,1,0
2126,157500,1,25,2,1,0,1,1,1,1,1,1,2
2127,337500,3,29,7,1,1,0,1,0,0,0,1,1
2128,337500,3,29,7,1,0,0,1,0,0,0,1,1
2129,67500,2,43,4,1,0,0,0,1,1,0,1,1
2130,67500,2,43,4,1,1,0,0,1,1,0,1,1
2132,135000,2,56,0,0,0,0,0,1,1,2,1,1
2133,135000,2,33,4,1,0,0,0,0,0,0,1,1
2134,135000,2,33,4,1,1,0,0,0,0,0,1,1
2135,247500,2,64,0,0,0,0,0,1,1,2,1,1
2136,247500,2,64,0,0,1,0,0,1,1,2,1,1
2137,108000,2,23,3,1,0,0,0,1,1,0,1,1
2138,135000,2,44,8,1,1,0,0,1,1,0,1,1
2139,135000,2,44,8,1,0,0,0,1,1,0,1,1
2140,270000,2,63,9,1,0,0,0,1,1,1,1,1
2141,112500,4,35,2,1,1,0,0,1,1,1,1,1
2142,112500,4,35,2,1,0,0,0,1,1,1,1,1
2143,225000,2,54,15,1,0,1,1,1,0,0,1,1
2144,112500,4,44,2,1,0,0,0,0,1,0,1,1
2145,85500,2,62,0,0,1,0,0,1,1,2,1,1
2146,135000,3,34,1,1,0,0,1,1,0,0,1,1
2147,135000,3,34,1,1,1,0,1,1,0,0,1,1
2150,135000,2,48,5,1,0,1,1,0,0,1,1,1
2151,180000,2,51,1,1,0,0,0,1,1,1,1,1
2152,171000,2,53,4,1,1,1,0,1,1,0,1,1
2153,171000,2,53,4,1,0,1,0,1,1,0,1,1
2154,202500,2,41,5,1,1,1,0,1,0,0,1,1
2155,202500,2,41,5,1,0,1,0,1,0,0,1,1
2156,180000,2,44,17,1,1,0,0,1,1,1,1,1
2157,135000,3,34,1,1,0,1,1,1,1,1,1,1
2158,135000,3,36,3,1,1,0,1,1,1,0,1,1
2159,157500,3,38,8,1,0,1,1,1,1,0,1,1
2160,157500,3,38,8,1,1,1,1,1,1,0,1,1
2161,270000,2,34,8,1,1,1,0,1,1,0,1,0
2162,270000,2,34,8,1,0,1,0,1,1,0,1,0
2163,202500,3,46,8,1,1,1,0,1,1,0,1,1
2166,234000,2,52,6,1,0,0,1,1,1,0,1,1
2167,234000,2,52,6,1,1,0,1,1,1,0,1,1
2170,112500,3,60,0,0,1,0,1,1,1,2,1,2
2171,121500,1,28,3,1,0,1,0,0,1,0,1,2
2172,270000,1,60,0,0,0,0,0,0,1,2,1,4
2173,270000,1,53,10,1,1,1,1,1,3,0,1,3
2174,270000,1,53,10,1,0,1,1,1,3,0,1,3
2175,67500,2,28,5,1,1,0,0,0,1,0,1,1
2176,67500,2,28,5,1,0,0,0,0,1,0,1,1
2177,126000,2,54,2,1,0,1,0,1,1,0,1,1
2178,112500,2,48,4,1,1,0,1,1,1,0,1,1
2179,112500,2,48,4,1,0,0,1,1,1,0,1,1
2180,225000,1,48,0,1,1,0,0,1,1,0,1,4
2181,225000,1,48,0,1,0,0,0,1,1,0,1,4
2182,90000,2,26,1,1,0,0,1,1,1,0,1,1
2183,189000,2,42,16,1,0,1,0,1,1,1,1,1
2184,90000,2,48,0,1,1,0,0,1,1,3,1,1
2185,103500,2,58,0,0,0,0,0,1,1,2,1,1
2186,103500,2,58,0,0,1,0,0,1,1,2,1,1
2187,103500,1,55,2,1,0,1,0,1,1,0,1,2
2188,135000,2,62,0,0,1,0,0,1,1,2,1,1
2189,135000,2,62,0,0,0,0,0,1,1,2,1,1
2190,135000,1,60,0,0,1,0,1,1,0,2,1,3
2191,135000,1,60,0,0,0,0,1,1,0,2,1,3
2194,193500,1,53,6,1,1,0,0,1,1,0,1,3
2195,112500,4,28,2,1,1,0,0,1,1,1,1,1
2196,81000,3,43,6,1,0,0,0,0,3,0,1,2
2197,103500,1,65,0,0,0,0,0,1,1,2,1,2
2198,103500,1,65,0,0,1,0,0,1,1,2,1,2
2199,270000,2,34,0,1,0,1,1,1,0,0,1,1
2200,270000,2,34,0,1,1,1,1,1,0,0,1,1
2201,252000,3,47,14,1,0,1,1,0,1,0,1,1
2202,252000,3,47,14,1,1,1,1,0,1,0,1,1
2203,112500,2,38,1,1,0,0,0,1,1,0,1,1
2204,112500,2,38,1,1,1,0,0,1,1,0,1,1
2205,81000,1,51,1,1,0,0,0,1,1,0,1,3
2206,292500,2,47,9,1,0,0,0,1,1,0,1,1
2207,292500,2,47,9,1,1,0,0,1,1,0,1,1
2209,90000,2,33,13,1,0,0,0,1,3,0,0,2
2210,67500,4,34,14,1,1,0,0,1,1,0,1,1
2211,157500,1,25,1,1,0,1,0,1,1,0,3,2
2212,157500,1,54,2,1,0,0,0,1,1,0,1,2
2213,90000,2,64,0,0,1,0,0,1,1,2,1,1
2214,90000,2,64,0,0,0,0,0,1,1,2,1,1
2217,67500,3,27,1,1,1,0,0,1,1,0,1,1
2218,67500,3,27,1,1,0,0,0,1,1,0,1,1
2219,112500,2,59,0,0,1,0,0,1,1,2,1,1
2220,202500,2,55,5,1,1,0,0,1,1,3,1,1
2221,202500,2,55,5,1,0,0,0,1,1,3,1,1
2222,135000,2,55,2,1,0,0,0,1,1,0,1,1
2223,135000,2,28,1,1,1,0,0,1,2,0,1,3
2224,135000,2,28,1,1,0,0,0,1,2,0,1,3
2225,135000,1,61,0,0,1,0,0,1,1,2,1,4
2226,202500,2,47,2,1,1,1,1,1,0,0,1,1
2227,153000,2,26,2,1,0,0,0,1,2,1,1,1
2228,153000,2,26,2,1,1,0,0,1,2,1,1,1
2229,135000,2,62,0,0,0,0,0,1,0,2,1,1
2230,135000,4,32,8,1,0,1,1,1,0,0,1,1
2231,135000,4,32,8,1,1,1,1,1,0,0,1,1
2232,315000,3,37,9,1,0,1,1,0,1,3,1,1
2233,315000,3,37,9,1,1,1,1,0,1,3,1,1
2234,99000,2,59,0,0,0,0,0,1,1,2,1,1
2235,225000,4,41,12,1,1,0,1,1,0,3,1,1
2236,123750,2,46,1,1,1,0,0,1,1,0,1,1
2237,123750,2,46,1,1,0,0,0,1,1,0,1,1
2238,337500,2,29,4,1,0,0,0,1,0,3,1,3
2239,180000,2,39,6,1,0,0,0,1,1,1,1,1
2240,360000,2,35,8,1,0,0,1,1,1,1,1,1
2241,360000,2,35,8,1,1,0,1,1,1,1,1,1
2242,162000,1,56,6,1,0,0,0,1,1,0,1,2
2243,207000,1,56,1,1,0,0,0,1,1,0,1,4
2244,157500,2,63,0,0,0,0,0,0,1,2,1,1
2245,225000,2,41,10,1,0,1,1,0,1,0,1,1
2247,67500,3,50,0,1,0,0,0,1,1,3,1,0
2248,202500,2,35,9,1,0,1,0,0,0,0,1,1
2249,247500,2,41,5,1,1,0,1,0,0,1,1,1
2250,157500,2,51,11,1,0,0,0,0,0,1,1,0
2251,180000,2,35,4,1,1,0,0,0,1,1,1,1
2254,360000,2,56,14,1,0,0,1,1,1,1,1,1
2255,117000,2,57,0,0,1,0,0,1,1,2,1,1
2257,225000,2,37,8,1,0,0,1,1,1,1,1,1
2258,112500,2,58,0,0,1,0,0,1,1,2,1,0
2259,315000,2,52,8,1,1,0,0,1,1,1,1,1
2260,202500,1,49,9,1,0,1,0,0,1,0,2,2
2262,202500,2,42,12,1,1,1,1,0,1,0,1,1
2263,193500,2,57,0,0,0,0,0,1,0,2,1,1
2264,157500,2,47,2,1,0,1,1,1,1,1,1,1
2265,157500,2,48,1,1,1,1,1,1,1,1,1,1
2266,202500,2,28,6,1,1,1,1,1,1,0,1,1
2267,135000,4,37,1,1,1,0,0,1,1,1,1,0
2268,108000,3,44,12,1,1,0,0,1,1,0,1,1
2269,135000,2,52,0,0,0,0,0,1,1,2,1,1
2270,157500,2,62,0,0,1,0,0,0,1,2,1,1
2271,193500,2,49,13,1,1,1,1,1,0,3,1,1
2272,252000,2,36,17,1,0,0,1,1,1,3,1,1
2273,112500,2,37,6,1,1,0,0,0,1,1,1,1
2274,202500,2,33,8,1,1,0,0,1,1,0,1,1
2276,225000,2,53,8,1,1,1,1,1,1,0,1,1
2277,94500,2,50,1,1,0,0,0,1,1,0,1,1
2278,225000,2,60,0,0,1,0,0,0,1,2,1,1
2279,103500,3,35,3,1,0,0,0,1,1,0,1,1
2280,90000,2,52,4,1,0,1,1,1,1,1,1,1
2281,180000,2,61,0,0,1,0,0,1,1,2,1,1
2282,180000,2,61,0,0,0,0,0,1,1,2,1,1
2283,126000,2,60,6,1,1,0,0,1,1,0,1,1
2284,126000,2,60,6,1,0,0,0,1,1,0,1,1
2285,108000,2,59,0,0,1,0,1,1,1,2,1,1
2286,108000,2,59,0,0,0,0,1,1,1,2,1,1
2287,144000,2,59,0,0,1,0,1,1,1,2,1,0
2288,180000,2,54,12,1,0,1,0,1,1,0,1,1
2289,180000,2,54,12,1,1,1,0,1,1,0,1,1
2290,81000,1,64,0,0,1,0,0,1,1,2,1,3
2291,247500,2,58,0,0,1,0,0,0,0,2,1,1
2292,90000,4,29,0,1,0,0,0,1,1,0,1,1
2293,90000,4,29,0,1,1,0,0,1,1,0,1,1
2294,135000,2,59,0,0,1,0,0,1,0,2,1,1
2295,135000,2,42,0,1,1,1,1,1,1,1,1,1
2296,157500,2,39,11,1,0,1,0,1,0,0,1,1
2297,157500,2,39,11,1,1,1,0,1,0,0,1,1
2298,225000,4,37,2,1,1,1,1,1,0,0,1,1
2299,225000,4,37,2,1,0,1,1,1,0,0,1,1
2300,112500,1,29,1,1,0,0,0,0,1,0,1,2
2301,116653,2,26,4,1,1,1,1,1,1,1,1,1
2302,116653,2,26,4,1,0,1,1,1,1,1,1,1
2303,112500,2,49,7,1,1,1,0,1,1,1,1,1
2304,220500,2,42,0,1,0,0,0,0,1,0,1,1
2305,202500,1,65,0,0,1,0,0,1,1,2,1,3
2306,265500,2,57,0,0,1,0,0,0,1,2,1,1
2307,265500,2,57,0,0,0,0,0,0,1,2,1,1
2308,247500,3,39,0,1,0,0,1,1,2,0,1,1
2309,247500,3,39,0,1,1,0,1,1,2,0,1,1
2310,157500,4,43,0,1,1,1,1,1,1,0,1,1
2311,157500,4,43,0,1,0,1,1,1,1,0,1,1
2312,180000,4,46,5,1,0,1,1,1,1,3,3,1
2313,180000,4,46,5,1,1,1,1,1,1,3,3,1
2314,157500,2,43,6,1,0,0,0,1,1,0,1,1
2316,135000,2,43,0,1,0,0,0,1,1,0,1,1
2317,40500,2,50,0,0,0,0,0,1,1,2,1,1
2318,202500,2,65,0,0,0,0,0,1,1,2,1,1
2319,202500,2,65,0,0,1,0,0,1,1,2,1,1
2320,81000,2,37,5,1,1,0,1,1,1,0,1,1
2321,225000,1,33,3,1,0,0,0,0,1,0,1,3
2322,225000,1,33,3,1,1,0,0,0,1,0,1,3
2323,81000,2,53,0,1,1,0,0,1,1,0,1,1
2324,270000,2,56,0,0,1,0,0,1,1,2,1,1
2325,270000,2,30,1,1,0,1,1,1,0,0,1,1
2326,270000,2,30,1,1,1,1,1,1,0,0,1,1
2327,270000,1,40,3,1,0,0,1,1,0,1,1,2
2328,270000,1,40,3,1,1,0,1,1,0,1,1,2
2329,360000,4,37,2,1,1,1,1,1,1,0,1,1
2330,157500,4,38,4,1,1,0,0,1,1,0,1,1
2331,157500,4,38,4,1,0,0,0,1,1,0,1,1
2332,270000,2,48,0,1,1,0,0,1,0,0,1,1
2333,180000,2,58,0,0,0,0,0,1,1,2,1,0
2334,180000,2,58,0,0,1,0,0,1,1,2,1,0
2335,270000,2,35,8,1,0,0,1,0,1,0,1,1
2336,252000,3,50,0,1,1,1,1,1,0,0,1,1
2337,135000,2,28,2,1,0,1,1,1,0,0,1,1
2338,112500,2,53,0,0,0,0,0,0,1,2,1,1
2339,112500,2,53,0,0,1,0,0,0,1,2,1,1
2340,135000,1,32,1,1,1,1,0,0,0,0,3,2
2341,135000,1,32,1,1,0,1,0,0,0,0,3,2
2342,90000,2,48,3,1,1,0,0,0,1,3,0,1
2343,90000,2,48,3,1,0,0,0,0,1,3,0,1
2344,315000,3,31,6,1,0,0,0,1,1,3,1,0
2345,315000,3,31,6,1,1,0,0,1,1,3,1,0
2346,126000,4,29,1,1,0,1,1,1,1,0,1,1
2347,135000,1,45,3,1,1,0,0,1,1,0,1,3
2348,135000,1,45,3,1,0,0,0,1,1,0,1,3
2349,225000,2,48,8,1,1,0,1,1,0,0,1,1
2350,225000,2,48,8,1,0,0,1,1,0,0,1,1
2351,112500,3,29,8,1,0,0,1,1,0,1,1,0
2352,112500,3,29,8,1,1,0,1,1,0,1,1,0
2353,67500,1,56,0,0,0,0,0,1,1,2,1,4
2354,67500,1,56,0,0,1,0,0,1,1,2,1,4
2355,67500,2,45,7,1,1,1,1,1,1,0,1,1
2356,67500,2,45,7,1,0,1,1,1,1,0,1,1
2357,180000,1,41,5,1,0,0,0,1,1,0,1,2
2358,247500,2,58,10,1,1,0,1,0,1,0,1,1
2359,247500,2,58,10,1,0,0,1,0,1,0,1,1
2360,67500,2,34,4,1,1,0,0,1,0,0,1,1
2361,67500,2,34,4,1,0,0,0,1,0,0,1,1
2362,292500,2,63,0,0,0,0,0,1,1,2,1,0
2363,112500,2,50,2,1,0,0,0,0,1,1,1,1
2364,153000,2,52,4,1,1,1,1,1,1,3,1,0
2365,153000,2,52,4,1,0,1,1,1,1,3,1,0
2368,225000,3,52,1,1,1,1,0,0,0,1,2,1
2369,112500,2,60,0,0,0,1,1,1,3,2,1,1
2370,81000,3,29,1,1,1,0,0,0,0,0,1,1
2371,81000,3,29,1,1,0,0,0,0,0,0,1,1
2372,112500,2,35,3,1,0,0,0,1,0,0,1,0
2373,202500,1,55,0,1,0,0,0,1,1,1,1,2
2374,133650,3,40,5,1,0,0,1,1,1,1,1,1
2375,135000,3,56,14,1,1,1,1,1,1,0,1,1
2376,103500,1,66,0,0,1,0,0,1,1,2,1,4
2377,103500,1,66,0,0,0,0,0,1,1,2,1,4
2378,202500,1,37,7,1,0,0,1,1,1,0,1,2
2379,202500,1,37,7,1,1,0,1,1,1,0,1,2
2380,270000,2,47,10,1,1,0,0,1,1,1,1,1
2381,270000,2,47,10,1,0,0,0,1,1,1,1,1
2383,202500,2,44,5,1,0,1,1,1,1,0,1,0
2384,202500,2,44,5,1,1,1,1,1,1,0,1,0
2385,180000,2,42,5,1,0,0,0,1,0,0,1,1
2386,157500,2,51,5,1,0,0,0,1,1,1,1,1
2387,112500,2,63,0,0,0,1,0,0,1,2,2,1
2388,112500,2,63,0,0,1,1,0,0,1,2,2,1
2389,139500,3,60,0,0,0,0,0,1,3,2,1,1
2390,270000,2,31,6,1,1,1,1,1,1,0,1,1
2393,135000,2,44,2,1,1,0,0,1,1,0,1,1
2394,135000,2,44,2,1,0,0,0,1,1,0,1,1
2395,225000,1,63,14,1,1,0,0,1,1,0,1,4
2396,225000,1,63,14,1,0,0,0,1,1,0,1,4
2397,180000,3,23,3,1,1,0,0,1,1,0,3,1
2398,180000,3,23,3,1,0,0,0,1,1,0,3,1
2399,90000,1,49,3,1,1,0,0,1,1,1,1,2
2400,270000,2,49,15,1,0,0,0,1,1,1,1,1
2401,270000,2,49,15,1,1,0,0,1,1,1,1,1
2402,135000,2,40,6,1,1,0,0,1,1,1,1,1
2403,270000,2,34,2,1,0,0,0,1,0,0,1,1
2404,135000,1,44,3,1,1,0,0,0,1,0,1,3
2405,112500,4,39,2,1,0,1,0,1,1,0,1,1
2406,112500,4,39,2,1,1,1,0,1,1,0,1,1
2407,180000,3,25,1,1,1,0,0,1,2,1,1,1
2408,225000,3,35,12,1,1,0,1,0,1,1,1,1
2411,180000,1,34,14,1,1,1,1,0,0,0,1,3
2412,67500,2,51,5,1,1,0,0,0,1,0,1,1
2413,67500,2,51,5,1,0,0,0,0,1,0,1,1
2414,112500,3,37,2,1,1,1,1,1,1,0,1,0
2415,112500,3,37,2,1,0,1,1,1,1,0,1,0
2416,63000,1,57,0,0,1,1,0,1,1,2,1,2
2417,270000,2,55,15,1,0,0,1,1,0,1,1,1
2418,270000,2,55,15,1,1,0,1,1,0,1,1,1
2419,202500,2,50,3,1,1,1,0,1,0,0,1,3
2420,202500,2,50,3,1,0,1,0,1,0,0,1,3
2421,90000,2,35,1,1,1,1,0,1,1,0,1,2
2422,90000,2,35,1,1,0,1,0,1,1,0,1,2
2423,225000,3,30,2,1,1,1,0,1,1,0,1,1
2424,265500,3,31,6,1,1,0,1,1,0,0,3,1
2425,265500,3,31,6,1,0,0,1,1,0,0,3,1
2426,135000,3,27,7,1,1,0,0,1,0,1,1,1
2427,135000,3,27,7,1,0,0,0,1,0,1,1,1
2430,202500,1,23,2,1,0,1,0,1,2,0,3,2
2431,135000,1,64,0,0,1,0,0,0,1,2,1,2
2432,315000,2,60,2,1,0,1,1,1,0,1,1,1
2433,315000,2,60,2,1,1,1,1,1,0,1,1,1
2434,135000,3,29,2,1,0,1,0,1,1,0,1,1
2435,202500,2,50,5,1,0,1,0,1,1,0,1,1
2436,225000,2,55,9,1,0,0,0,1,0,0,1,1
2439,112500,2,59,2,1,1,0,0,1,1,3,1,1
2440,112500,2,59,2,1,0,0,0,1,1,3,1,1
2441,225000,1,50,6,1,1,0,1,1,1,0,1,2
2442,238500,3,32,5,1,1,1,1,0,0,0,3,1
2443,238500,3,32,5,1,0,1,1,0,0,0,3,1
2444,108000,4,35,2,1,1,1,1,1,1,3,1,1
2445,108000,4,35,2,1,0,1,1,1,1,3,1,1
2446,157500,2,54,9,1,0,0,0,1,1,3,1,1
2447,157500,2,54,9,1,1,0,0,1,1,3,1,1
2448,157500,4,36,2,1,1,1,0,0,0,0,1,1
2449,157500,4,36,2,1,0,1,0,0,0,0,1,1
2450,270000,2,43,16,1,1,1,1,1,1,3,1,1
2451,202500,2,57,2,1,1,0,0,0,1,0,1,1
2452,157500,1,39,4,1,1,0,0,0,1,1,1,4
2453,315000,1,27,3,1,1,0,0,0,2,0,3,2
2454,202500,2,30,5,1,1,1,1,0,1,1,1,1
2455,225000,2,36,5,1,1,1,1,0,0,3,1,1
2456,144000,2,54,13,1,1,0,1,0,0,0,1,1
2457,270000,2,29,9,1,0,0,0,0,1,0,3,3
2458,180000,2,46,2,1,0,1,1,0,1,0,1,0
2459,247500,1,55,7,1,1,0,0,1,1,0,1,4
2460,324000,1,29,1,1,0,1,1,1,1,0,1,2
2461,225000,3,42,0,1,1,1,1,1,1,1,1,1
2462,135000,1,28,3,1,0,0,0,1,1,0,5,2
2463,135000,1,28,3,1,1,0,0,1,1,0,5,2
2464,315000,4,43,7,1,1,1,1,0,1,1,1,1
2465,315000,4,43,7,1,0,1,1,0,1,1,1,1
2466,135000,3,36,10,1,1,0,1,0,1,1,1,1
2467,270000,4,33,8,1,0,1,1,0,0,0,1,1
2468,135000,2,42,7,1,1,0,0,0,1,3,1,1
