,totalIncome,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus,ownsCarR,ownsRealtyR,eduLvlR,incomeTypeR,housingTypeR,famStatusR,genderR
2809,112500.0,3.0,39.0,0.3860448879853795,1,0,1,1,1,0,1,1,0
2810,247500.0,1.0,64.0,0.0,0,1,0,1,1,2,1,2,0
2811,103500.0,1.0,41.0,10.524514534863822,1,0,0,0,1,0,2,2,0
2812,45000.0,3.0,38.0,0.2628390726708967,1,1,0,0,1,0,1,1,0
2813,112500.0,1.0,60.0,0.0,0,0,0,1,0,2,1,2,0
2814,225000.0,1.0,27.0,1.623578855144185,1,1,1,1,0,0,1,2,0
2815,225000.0,4.0,34.0,5.432007501865199,1,1,0,0,1,3,1,1,0
2816,135000.0,4.0,41.0,14.661492022423458,1,1,1,1,1,3,1,1,0
2817,135000.0,2.0,49.0,4.687296795964325,1,0,1,1,1,0,1,1,0
2818,157500.0,1.0,58.0,10.65867197820626,1,1,0,0,1,0,2,4,0
2819,135000.0,4.0,27.0,7.857793110057017,1,1,0,0,1,0,1,1,0
2820,261000.0,1.0,55.0,5.043224706872831,1,0,0,1,1,1,1,3,0
2821,225000.0,2.0,36.0,1.8371356016892888,1,0,0,1,1,1,1,0,0
2822,135000.0,2.0,56.0,4.8460954023696585,1,0,0,1,1,0,1,1,0
2823,202500.0,2.0,54.0,17.04620902551045,1,0,0,1,1,0,1,1,0
2824,562500.0,2.0,41.0,7.764704271819408,1,0,1,0,0,0,1,1,0
2825,225000.0,3.0,43.0,0.7939930320266672,1,0,1,1,1,0,1,0,0
2826,117000.0,1.0,66.0,0.0,0,0,0,1,1,2,1,3,0
2827,103500.0,2.0,25.0,5.952209833193016,1,0,0,1,0,1,3,0,0
2828,292500.0,1.0,29.0,6.343730535192372,1,1,0,1,0,1,1,2,0
2829,90000.0,2.0,44.0,10.056332436668788,1,1,0,1,1,3,1,0,0
2830,189000.0,3.0,52.0,13.930470851557526,1,0,1,1,1,1,1,1,0
2831,89100.0,1.0,59.0,0.0,0,0,0,1,1,2,1,4,0
2832,135000.0,1.0,45.0,8.51215288472727,1,1,0,0,1,1,1,2,0
2833,99000.0,2.0,55.0,9.199367543481385,1,1,0,1,1,0,1,1,0
2834,202500.0,1.0,62.0,0.0,0,1,0,1,1,2,1,3,0
2835,144000.0,1.0,40.0,3.682484924399543,1,0,1,0,1,0,1,4,0
2836,144000.0,2.0,53.0,0.0,0,1,0,1,1,2,1,1,0
2837,135000.0,2.0,44.0,2.631128633715956,1,1,0,1,1,0,1,1,0
2838,135000.0,3.0,39.0,4.424457723293428,1,0,0,1,2,0,1,1,0
2839,202500.0,3.0,45.0,9.760638479914029,1,0,0,1,1,0,1,1,0
2840,247500.0,2.0,58.0,10.546417790919731,1,0,1,0,1,0,1,1,0
2841,117000.0,1.0,64.0,0.0,0,0,0,0,1,2,1,4,0
2842,270000.0,4.0,49.0,2.592797935618117,1,0,1,1,0,3,1,1,0
2843,112500.0,1.0,26.0,0.8761302422363224,1,0,1,1,1,0,3,2,0
2844,112500.0,2.0,32.0,2.245083745730576,1,1,0,1,0,0,1,1,0
2845,180000.0,3.0,52.0,0.0,0,1,0,1,0,2,1,1,0
2846,720000.0,3.0,46.0,6.086367276535452,1,0,0,1,0,1,1,1,0
2847,450000.0,2.0,41.0,15.272045284981896,1,0,0,0,0,3,1,1,0
2848,180000.0,2.0,37.0,4.594207957726716,1,0,0,1,1,0,1,1,0
2849,270000.0,2.0,56.0,0.0,0,0,0,1,0,2,1,1,0
2850,202500.0,2.0,49.0,29.26548799770016,1,1,0,0,0,0,2,1,0
2851,180000.0,2.0,62.0,8.701068468209478,1,1,1,1,1,1,1,1,0
2852,61875.0,2.0,60.0,0.0,0,1,0,0,1,2,1,1,0
2853,180000.0,2.0,44.0,13.840119920326906,1,0,1,1,1,3,1,1,0
2854,112500.0,1.0,23.0,0.950053731425012,1,0,0,1,2,0,1,2,0
2855,135000.0,4.0,42.0,13.626563173781802,1,0,0,0,1,0,1,1,0
2856,112500.0,2.0,51.0,1.1636104779701155,1,0,0,1,1,0,1,1,0
2857,103500.0,1.0,47.0,22.100385360411234,1,1,1,1,0,3,1,3,0
2858,67500.0,3.0,35.0,4.013771672245152,1,1,0,1,0,1,1,1,0
2859,202500.0,1.0,47.0,4.632538655824555,1,1,0,1,1,3,1,3,0
2860,121500.0,3.0,42.0,8.591552187929937,1,0,0,1,1,0,1,1,0
2861,94500.0,1.0,67.0,0.0,0,1,0,1,1,2,1,4,0
2862,135000.0,2.0,49.0,10.551893604933708,1,0,0,0,1,0,1,1,0
2863,112500.0,3.0,30.0,9.774328014948972,1,0,0,1,2,3,1,0,0
2864,270000.0,2.0,49.0,15.857957384477436,1,1,0,0,0,0,1,1,0
2865,112500.0,1.0,33.0,2.51339863241545,1,0,1,1,0,0,1,2,0
2866,216000.0,2.0,34.0,2.346386304989151,1,0,1,0,0,0,1,0,0
2867,247500.0,1.0,47.0,3.68796073841352,1,0,0,1,0,1,0,3,0
2868,180000.0,3.0,29.0,2.7652860770583927,1,0,0,0,1,0,1,1,0
2869,157500.0,3.0,39.0,9.1719884734115,1,1,0,1,1,0,1,2,0
2870,180000.0,1.0,67.0,11.96191571353279,1,0,0,0,1,0,1,4,0
2871,117000.0,3.0,42.0,5.642826341403314,1,1,0,1,1,3,1,1,0
2872,112500.0,2.0,29.0,9.453992895131316,1,1,1,0,1,0,1,1,0
2873,39600.0,2.0,61.0,0.0,0,1,0,1,1,2,1,1,0
2874,90000.0,1.0,41.0,1.897369555843036,1,0,0,1,1,0,1,2,0
2875,90000.0,2.0,33.0,7.408776360910902,1,0,0,1,1,0,1,2,0
2876,225000.0,3.0,47.0,2.198539326611772,1,1,1,1,0,1,1,1,0
2877,157500.0,4.0,36.0,4.9254947055723255,1,0,1,1,0,0,1,1,0
2878,225000.0,2.0,24.0,5.024059357823911,1,0,1,0,1,0,1,1,0
2879,157500.0,2.0,62.0,0.0,0,1,0,1,1,2,1,1,0
2880,67500.0,4.0,34.0,8.317761487231087,1,0,1,1,0,0,2,1,0
2881,148500.0,2.0,57.0,13.782623873180148,1,0,1,1,1,0,1,1,0
2882,76500.0,1.0,59.0,0.0,0,0,0,1,3,2,1,3,0
2883,135000.0,2.0,28.0,1.6208409481371966,1,1,0,0,1,0,3,1,0
2884,157500.0,2.0,39.0,2.151994907492967,1,1,0,1,1,0,1,1,0
2885,135000.0,2.0,59.0,0.0,0,0,0,0,1,2,1,2,0
2886,99000.0,3.0,30.0,0.3477141898875404,1,1,0,1,1,0,1,1,0
2887,144000.0,3.0,36.0,8.005640088434395,1,1,1,1,0,0,1,1,0
2888,99000.0,4.0,40.0,12.758646652566446,1,1,0,0,1,3,1,1,0
2889,247500.0,2.0,45.0,13.42669596227164,1,1,0,0,1,1,1,0,0
2890,76500.0,3.0,44.0,2.1492570004859783,1,1,0,0,0,0,1,1,0
2891,360000.0,2.0,41.0,6.743464958212694,1,0,0,1,1,0,1,1,0
2892,99000.0,2.0,49.0,19.92101138284838,1,0,0,1,1,0,1,1,0
2893,139050.0,3.0,58.0,0.0,0,0,0,0,1,2,2,1,0
2894,180000.0,2.0,53.0,0.0,0,0,0,0,1,2,2,1,0
2895,270000.0,2.0,44.0,8.350616371314947,1,1,1,1,0,0,1,1,0
2896,225000.0,2.0,42.0,15.031109468366909,1,0,1,0,0,0,1,1,0
2897,117000.0,2.0,37.0,3.507258875952278,1,1,0,0,1,0,2,1,0
2898,144000.0,4.0,47.0,13.700486662970492,1,1,0,0,1,0,1,1,0
2899,135000.0,1.0,65.0,0.0,0,0,0,0,1,2,1,2,0
2900,225000.0,1.0,53.0,12.186424088105849,1,0,0,0,1,0,1,2,0
2901,103500.0,2.0,41.0,11.176136402527089,1,1,0,0,1,3,1,0,0
2902,148500.0,2.0,47.0,6.234214254912832,1,0,1,1,1,1,5,1,0
2903,126000.0,3.0,39.0,15.214549237835136,1,0,0,0,1,1,1,1,0
2904,193500.0,2.0,50.0,2.836471659240094,1,0,0,1,1,0,1,1,0
2905,135000.0,4.0,39.0,3.5729686441200026,1,1,0,1,1,0,1,1,0
2906,117000.0,2.0,45.0,13.28432479790824,1,1,0,1,1,1,1,1,0
2907,135000.0,4.0,28.0,6.338254721178395,1,1,0,1,1,1,1,1,0
2908,54000.0,2.0,66.0,0.0,0,0,0,1,1,2,1,1,0
2909,144000.0,2.0,48.0,2.436737236219772,1,1,1,0,1,0,1,1,0
2910,360000.0,1.0,63.0,14.946234351150265,1,1,0,0,1,1,1,4,0
2911,112500.0,3.0,34.0,14.680657371472378,1,1,0,0,0,0,3,0,0
2912,202500.0,3.0,40.0,2.3436483979821623,1,0,0,1,1,1,1,1,0
2913,180000.0,2.0,38.0,16.51231715914769,1,1,0,1,1,0,1,1,0
2914,225000.0,3.0,36.0,6.614783328884235,1,1,0,0,1,0,1,0,0
2915,180000.0,2.0,62.0,0.0,0,1,0,1,1,2,1,1,0
2916,157500.0,3.0,44.0,4.763958192160003,1,0,0,1,1,0,1,1,0
2917,144000.0,2.0,46.0,27.346215185801213,1,0,0,0,1,0,2,1,0
2918,112500.0,4.0,40.0,3.452500735812508,1,1,0,1,1,0,1,1,0
2919,135000.0,2.0,49.0,5.456648664928095,1,1,1,1,1,1,1,1,0
2920,135000.0,1.0,33.0,13.202187587698583,1,0,0,0,0,1,1,3,0
2921,157500.0,3.0,33.0,5.919354949109153,1,1,1,1,1,1,1,1,0
2922,135000.0,3.0,28.0,1.552393272962484,1,1,0,1,1,0,1,0,0
2923,157500.0,1.0,56.0,0.0,0,0,0,1,1,2,1,2,0
2924,450000.0,2.0,48.0,9.13639568232065,1,0,0,1,0,0,1,0,0
2925,112500.0,2.0,33.0,8.011115902448374,1,1,0,0,1,0,0,1,0
2926,94500.0,2.0,62.0,0.0,0,0,0,0,1,2,1,1,0
2927,1575000.0,2.0,28.0,6.787271470324511,1,1,1,1,0,1,1,2,0
2928,112500.0,2.0,26.0,4.794075169236876,1,1,0,1,2,0,1,0,0
2929,72000.0,3.0,32.0,3.123951894973888,1,1,1,0,2,0,1,0,0
2930,112500.0,3.0,38.0,14.294612483487,1,1,0,1,1,0,1,1,0
2931,211500.0,2.0,44.0,0.7556623339288281,1,1,0,0,1,0,1,1,0
2932,135000.0,2.0,56.0,4.7885993552229,1,0,0,1,1,0,1,1,0
2933,157500.0,4.0,37.0,10.193227787018214,1,0,1,0,0,1,1,1,0
2934,90000.0,2.0,56.0,0.0,0,1,0,1,1,2,5,1,0
2935,292500.0,2.0,57.0,14.067366201906951,1,1,1,1,1,0,1,1,0
2936,216000.0,2.0,49.0,26.21272168490797,1,1,1,0,0,3,1,1,0
2937,135000.0,2.0,27.0,4.271134930902072,1,1,0,0,1,0,1,0,0
2938,144000.0,2.0,52.0,14.634112952353574,1,1,0,1,1,0,1,1,0
2939,157500.0,2.0,31.0,10.423211975605248,1,0,0,0,1,0,1,1,0
2940,292500.0,4.0,35.0,12.342484787504192,1,0,0,1,0,0,1,1,0
2941,94500.0,2.0,50.0,28.37566822042889,1,1,1,1,1,0,1,1,0
2942,171000.0,1.0,52.0,7.0993928691212,1,1,0,1,3,3,1,4,0
2943,180000.0,2.0,44.0,4.153404929601566,1,1,0,1,0,0,1,1,0
2944,85500.0,2.0,51.0,26.62340773595625,1,1,1,1,0,0,1,1,0
2945,60750.0,2.0,55.0,0.0,0,0,0,1,0,2,1,1,0
2946,810000.0,2.0,43.0,17.845677871551093,1,1,1,1,2,1,1,1,0
2947,180000.0,1.0,49.0,4.881688193460509,1,0,0,1,1,0,1,4,0
2948,99000.0,3.0,27.0,2.264249094779496,1,1,0,0,1,1,3,1,0
2949,180000.0,2.0,32.0,2.757072356037427,1,1,1,0,0,0,3,1,0
2950,121500.0,3.0,45.0,1.9329623469338864,1,0,1,1,1,3,1,1,0
2951,180000.0,2.0,36.0,1.1800379200120468,1,0,0,0,0,1,1,1,0
2952,270000.0,1.0,47.0,3.1212139879668985,1,1,0,0,1,1,2,3,0
2953,126000.0,1.0,45.0,8.213721020965522,1,1,0,1,0,1,1,3,0
2954,121500.0,2.0,36.0,1.2703888512426675,1,1,0,1,1,0,1,0,0
2955,135000.0,2.0,58.0,0.0,0,0,0,1,1,2,1,0,0
2956,67500.0,2.0,49.0,6.445033094450947,1,0,0,1,1,3,1,1,0
2957,135000.0,3.0,34.0,1.6536958322210586,1,0,0,0,1,1,1,1,0
2958,67500.0,2.0,54.0,3.4278595727496115,1,1,0,0,1,0,1,1,0
2959,225000.0,3.0,39.0,10.113828483815547,1,0,0,1,1,1,1,1,0
2960,54000.0,2.0,43.0,0.928150475369104,1,0,0,1,0,0,1,1,0
2961,270000.0,2.0,55.0,3.381315153630807,1,1,1,0,0,0,1,1,0
2962,112500.0,3.0,30.0,3.457976549826485,1,0,0,1,0,0,1,1,0
2963,202500.0,2.0,53.0,18.042807176054264,1,0,0,1,1,0,1,1,0
2964,202500.0,2.0,48.0,11.59229826758934,1,1,0,1,1,0,1,0,0
2965,225000.0,1.0,47.0,1.7577362984866218,1,0,0,1,0,1,1,2,0
2966,405000.0,2.0,30.0,5.259519360424923,1,1,0,0,0,0,1,1,0
2967,270000.0,3.0,40.0,12.583420604119182,1,0,1,1,1,0,1,1,0
2968,126000.0,4.0,32.0,0.3531900039015175,1,0,1,1,2,0,1,1,0
2969,202500.0,1.0,27.0,5.412842152816279,1,0,0,0,0,1,1,2,0
2970,270000.0,2.0,57.0,0.0,0,1,0,1,0,2,1,1,0
2971,225000.0,2.0,55.0,4.317679350020876,1,1,1,1,1,0,1,0,0
2972,135000.0,3.0,34.0,1.974030952038714,1,0,1,1,0,0,1,1,0
2973,90000.0,2.0,57.0,31.986967562646733,1,0,0,1,1,0,1,1,0
2974,67500.0,2.0,55.0,6.042560764423636,1,1,0,0,1,0,1,1,0
2975,202500.0,2.0,31.0,5.347132384648555,1,0,0,1,1,0,1,0,0
2976,117000.0,1.0,57.0,1.5961997850743,1,1,0,1,1,3,3,2,0
2977,135000.0,3.0,40.0,11.515636871393664,1,0,0,1,1,0,0,1,0
2978,153000.0,2.0,32.0,4.451836793363313,1,1,0,1,1,0,1,1,0
2979,135000.0,2.0,56.0,0.0,0,0,1,0,1,2,1,1,0
2980,112500.0,2.0,59.0,15.929142966659136,1,1,0,0,1,1,1,1,0
2981,247500.0,1.0,48.0,14.193309924228425,1,1,0,1,1,0,1,3,0
2982,135000.0,3.0,41.0,13.092671307419042,1,1,0,1,2,1,1,0,0
2983,94500.0,2.0,29.0,9.5060131282641,1,1,0,1,0,0,1,2,0
2984,157500.0,2.0,34.0,4.961087496663176,1,1,0,1,0,0,1,1,0
2985,135000.0,1.0,47.0,18.10851694422199,1,0,0,0,1,0,1,2,0
2986,202500.0,2.0,55.0,5.9357823911510845,1,0,1,1,1,1,1,1,0
2987,135000.0,2.0,41.0,6.95428379775081,1,1,0,0,1,1,1,2,0
2988,157500.0,3.0,37.0,4.492905398468141,1,0,0,0,0,0,1,1,0
2989,135000.0,1.0,62.0,0.0,0,0,0,1,0,2,1,2,0
2990,90000.0,2.0,50.0,16.619095532420243,1,1,0,1,1,0,1,2,0
2991,135000.0,2.0,48.0,13.256945727838351,1,0,0,0,1,3,1,2,0
2992,225000.0,2.0,36.0,1.8371356016892888,1,1,0,1,1,1,1,0,0
2993,90000.0,2.0,62.0,0.0,0,1,0,1,0,2,1,1,0
2994,261000.0,2.0,52.0,12.553303627042308,1,0,0,1,1,0,1,1,0
2995,157500.0,2.0,57.0,0.0,0,1,0,0,1,2,2,1,0
2996,108000.0,1.0,48.0,2.532563981464369,1,1,1,1,1,0,1,3,0
2997,630000.0,2.0,59.0,12.67924734936378,1,1,0,1,0,3,1,1,0
2998,180000.0,4.0,31.0,7.688042875623729,1,1,0,0,0,3,1,1,0
2999,360000.0,3.0,29.0,3.775573762637152,1,1,0,1,1,0,1,1,0
3000,165600.0,1.0,59.0,0.0,0,0,0,1,1,2,1,4,0
3001,112500.0,1.0,67.0,0.0,0,1,0,0,1,2,1,4,0
3002,117000.0,1.0,46.0,0.9308883823760926,1,0,0,0,1,0,1,2,0
3003,270000.0,2.0,66.0,0.0,0,1,1,1,1,2,1,1,0
3004,112500.0,1.0,26.0,0.8761302422363224,1,1,1,1,1,0,3,2,0
3005,306000.0,3.0,26.0,4.594207957726716,1,1,1,0,0,0,1,1,0
3006,202500.0,2.0,65.0,0.0,0,0,0,1,0,2,1,1,0
3007,90000.0,4.0,31.0,1.1088523378303456,1,0,1,1,0,3,1,1,0
3008,292500.0,3.0,44.0,7.30199798763835,1,1,1,0,0,3,1,1,0
3009,90000.0,2.0,28.0,9.451254988124328,1,0,0,0,1,0,1,1,0
3010,135000.0,2.0,58.0,0.3093834917897013,1,1,1,1,0,1,1,1,0
3011,450000.0,2.0,59.0,0.0,0,0,0,0,1,2,2,1,0
3012,157500.0,1.0,52.0,6.962497518771775,1,0,0,1,1,1,1,2,0
3013,382500.0,1.0,31.0,12.906493630943825,1,1,1,1,1,0,1,2,0
3014,135000.0,3.0,28.0,6.327303093150441,1,1,1,1,0,0,1,1,0
3015,103500.0,2.0,58.0,0.0,0,0,0,1,1,2,1,1,0
3016,157500.0,4.0,37.0,5.097982847012601,1,1,0,1,1,1,1,1,0
3017,108000.0,1.0,56.0,23.548738167108155,1,1,0,0,1,0,1,2,0
3018,202500.0,2.0,60.0,0.0,0,0,1,0,1,2,1,1,0
3019,81000.0,2.0,47.0,28.430426360568664,1,1,0,1,1,0,1,1,0
3020,225000.0,1.0,34.0,3.915207019993566,1,0,1,1,1,1,1,2,0
3021,360000.0,2.0,63.0,0.0,0,1,0,1,1,2,1,1,0
3022,67500.0,2.0,61.0,0.0,0,1,0,1,1,2,1,0,0
3023,67500.0,3.0,36.0,2.5489914235063007,1,0,1,1,1,0,1,1,0
3024,157500.0,3.0,36.0,4.3696995831536585,1,1,0,1,1,1,1,0,0
3025,58500.0,2.0,57.0,0.0,0,0,0,1,0,2,1,1,0
3026,112500.0,2.0,44.0,24.78353422725997,1,0,0,1,1,0,0,1,0
3027,67500.0,1.0,64.0,0.0,0,1,0,1,1,2,1,4,0
3028,135000.0,3.0,43.0,4.717413773041199,1,1,1,1,1,0,0,1,0
3029,157500.0,2.0,60.0,4.095908882454808,1,1,1,1,0,0,1,1,0
3030,157500.0,2.0,47.0,8.033019158504281,1,1,0,0,1,1,1,1,0
3031,90000.0,4.0,35.0,12.186424088105849,1,0,1,1,1,3,1,1,0
3032,292500.0,1.0,48.0,4.5504014456149,1,1,0,1,0,0,1,2,0
3033,292500.0,1.0,43.0,24.00323073026825,1,0,0,0,1,1,1,3,0
3034,135000.0,5.0,32.0,2.672197238820784,1,1,0,1,1,0,1,1,0
3035,202500.0,2.0,44.0,9.5060131282641,1,1,1,1,0,0,1,0,0
3036,90000.0,2.0,55.0,0.0,0,1,0,1,1,2,1,0,0
3037,121500.0,3.0,26.0,0.9719569874809202,1,1,0,1,1,0,1,1,0
3038,585000.0,2.0,29.0,2.464116306289657,1,1,0,1,0,1,1,2,0
3039,157500.0,2.0,53.0,21.092835581839463,1,0,0,1,1,3,1,1,0
3040,270000.0,4.0,44.0,20.175636734498312,1,1,1,0,0,3,1,1,0
3041,135000.0,2.0,31.0,7.384135197848005,1,1,0,1,1,1,1,1,0
3042,126000.0,1.0,60.0,0.0,0,1,0,1,1,2,1,2,0
3043,157500.0,2.0,40.0,0.6844767517471269,1,0,0,0,1,1,1,0,0
3044,193500.0,2.0,31.0,3.17323422109968,1,0,0,1,0,3,1,1,0
3045,90000.0,3.0,37.0,2.258773280765519,1,0,1,1,1,0,1,1,0
3046,67500.0,2.0,61.0,0.0,0,0,0,0,1,2,1,1,0
3047,225000.0,2.0,42.0,7.866006831077982,1,1,1,0,1,1,1,1,0
3048,202500.0,2.0,49.0,15.44727133342916,1,0,0,1,0,1,1,1,0
3049,164250.0,4.0,39.0,8.257527533077338,1,1,0,1,1,1,1,1,0
3050,450000.0,2.0,55.0,15.11598458558355,1,1,1,0,0,2,1,1,0
3051,157500.0,2.0,47.0,13.892140153459687,1,0,0,1,1,0,1,1,0
3052,135000.0,3.0,39.0,0.5941258205165062,1,0,1,1,1,0,1,1,0
3053,90000.0,1.0,42.0,12.868162932845983,1,1,0,0,1,0,1,3,0
3054,135000.0,5.0,37.0,0.7939930320266672,1,1,1,1,1,1,1,1,0
3055,171000.0,2.0,53.0,0.0,0,1,0,1,1,2,1,1,0
3056,135000.0,2.0,52.0,19.220107189059323,1,1,0,1,1,0,1,1,0
3057,180000.0,3.0,34.0,3.17323422109968,1,1,0,1,2,1,1,1,0
3058,157500.0,1.0,25.0,2.844685380261059,1,1,0,0,1,0,3,2,0
3059,315000.0,1.0,50.0,9.076161728166902,1,1,1,0,0,1,1,4,0
3060,157500.0,2.0,57.0,6.401226582339131,1,1,1,1,0,0,1,0,0
3061,112500.0,2.0,44.0,7.375921476827039,1,0,0,1,1,1,1,1,0
3062,211500.0,2.0,44.0,0.7556623339288281,1,0,0,0,1,0,1,1,0
3063,247500.0,2.0,45.0,23.674681889429625,1,0,0,1,1,1,1,1,0
3064,135000.0,2.0,45.0,14.094745271976835,1,1,0,0,1,3,1,3,0
3065,450000.0,3.0,48.0,1.4264495506410124,1,0,1,1,1,1,1,1,0
3066,108000.0,2.0,50.0,29.10121357728085,1,0,0,0,1,3,1,1,0
3067,234000.0,3.0,30.0,4.05484027734998,1,1,1,1,1,1,1,1,0
3068,130500.0,2.0,30.0,3.019911428708324,1,0,1,0,2,0,1,1,0
3069,202500.0,2.0,42.0,14.17962038919348,1,1,0,0,0,0,1,0,0
3070,67500.0,2.0,51.0,12.049528737756422,1,0,0,1,1,0,1,1,0
3071,148500.0,3.0,42.0,2.319007234919266,1,0,0,1,1,0,1,1,0
3072,72000.0,1.0,57.0,0.0,0,1,0,1,1,2,1,2,0
3073,67500.0,3.0,30.0,1.2457476881797709,1,0,0,0,0,0,3,1,0
3074,90000.0,1.0,49.0,11.96191571353279,1,0,0,1,1,3,1,4,0
3075,189000.0,1.0,58.0,0.0,0,1,0,1,1,2,1,4,0
3076,157500.0,2.0,50.0,4.961087496663176,1,0,0,1,1,0,1,4,0
3077,202500.0,2.0,27.0,0.5968637275234947,1,0,0,1,0,1,1,1,0
3078,112500.0,4.0,36.0,0.2847423287268047,1,1,1,1,1,0,1,1,0
3079,112500.0,2.0,43.0,6.803698912366442,1,0,0,1,1,0,1,1,0
3080,117000.0,2.0,49.0,8.410850325468695,1,1,0,1,3,0,1,4,0
3081,90000.0,2.0,55.0,8.62166916500681,1,1,0,1,1,0,1,1,0
3082,90000.0,2.0,63.0,0.0,0,0,0,1,1,2,1,1,0
3083,144000.0,1.0,60.0,0.0,0,0,0,0,3,2,2,4,0
3084,135000.0,2.0,60.0,3.6989123664414736,1,0,1,1,1,0,1,1,0
3085,202500.0,2.0,27.0,0.5968637275234947,1,1,0,1,0,1,1,1,0
3086,72000.0,1.0,65.0,0.0,0,1,0,1,1,2,1,4,0
3087,67500.0,2.0,55.0,0.0,0,1,0,0,1,2,1,1,0
3088,135000.0,3.0,47.0,25.17505492925933,1,0,0,1,0,3,1,0,0
3089,94500.0,2.0,65.0,0.0,0,1,0,1,1,2,1,1,0
3090,90000.0,3.0,52.0,1.407284201592093,1,1,0,1,1,0,1,0,0
3091,315000.0,2.0,53.0,8.27395497511927,1,0,0,1,1,3,1,1,0
3092,247500.0,2.0,55.0,7.794821248896281,1,1,1,1,1,0,1,1,0
3093,180000.0,2.0,48.0,8.421801953496649,1,0,1,1,2,1,1,1,0
3094,202500.0,2.0,61.0,0.0,0,0,0,1,1,2,1,1,0
3095,157500.0,2.0,38.0,5.634612620382349,1,1,1,1,0,3,1,0,0
3096,157500.0,2.0,28.0,4.021985393266117,1,1,0,1,1,0,1,1,0
3097,202500.0,4.0,31.0,6.2670691389966935,1,0,0,1,0,0,1,1,0
3098,45000.0,2.0,61.0,0.0,0,0,0,1,1,2,1,1,0
3099,135000.0,2.0,47.0,3.753670506581244,1,0,1,1,0,1,1,1,0
3100,229500.0,2.0,50.0,8.263003347091315,1,0,1,1,1,1,1,0,0
3101,67500.0,2.0,53.0,0.0,0,1,0,1,1,2,1,1,0
3102,180000.0,2.0,30.0,2.5982737496320936,1,0,1,1,0,0,4,1,0
3103,135000.0,1.0,63.0,0.0,0,0,0,0,1,2,2,4,0
3104,157500.0,2.0,33.0,2.023313278164507,1,0,1,1,0,0,1,1,0
3105,103500.0,2.0,60.0,0.0,0,0,1,1,1,2,1,1,0
3106,67500.0,3.0,29.0,8.131583810755867,1,1,0,0,1,0,3,1,0
3107,216000.0,2.0,52.0,33.31759036804315,1,1,0,1,1,0,1,1,0
3108,202500.0,2.0,55.0,9.590888245480745,1,1,0,0,1,0,1,1,0
3109,180000.0,1.0,62.0,0.0,0,0,0,0,1,2,1,2,0
3110,81000.0,3.0,36.0,9.278766846684052,1,1,0,0,1,0,3,1,0
3111,202500.0,3.0,32.0,8.295858231175178,1,1,0,0,1,1,1,1,0
3112,225000.0,4.0,32.0,4.725627494062164,1,0,1,1,0,3,1,1,0
3113,81000.0,2.0,33.0,7.611381479428051,1,0,0,0,1,0,3,0,0
3114,180000.0,2.0,36.0,4.766696099166992,1,0,1,1,1,0,1,1,0
3115,337500.0,3.0,29.0,7.137723567219039,1,1,1,0,0,0,1,1,0
3116,112500.0,2.0,65.0,0.0,0,0,0,1,1,2,1,1,0
3117,67500.0,2.0,54.0,0.0,0,0,0,1,1,2,1,1,0
3118,202500.0,3.0,34.0,1.2539614092007365,1,1,1,1,1,3,1,0,0
3119,117000.0,2.0,48.0,0.9719569874809202,1,1,0,1,1,0,1,1,0
3120,540000.0,1.0,37.0,10.198703601032191,1,0,1,1,0,0,1,3,0
3121,54000.0,2.0,56.0,0.0,0,1,0,0,1,2,1,1,0
3122,112500.0,2.0,61.0,0.0,0,0,0,1,1,2,1,1,0
3123,247500.0,3.0,36.0,3.512734689966256,1,1,0,1,1,0,1,1,0
3124,202500.0,2.0,40.0,9.363641963900696,1,0,0,1,1,0,1,2,0
3125,67500.0,2.0,41.0,5.013107729795958,1,0,1,0,1,0,2,1,0
3126,112500.0,2.0,25.0,3.846759344818853,1,0,0,0,1,0,3,3,0
3127,193500.0,2.0,51.0,6.382061233290211,1,0,0,1,1,0,1,1,0
3128,157500.0,2.0,49.0,18.012690198977392,1,0,0,1,0,1,1,1,0
3129,135000.0,1.0,44.0,12.758646652566446,1,0,0,0,0,1,3,2,0
3130,144000.0,2.0,45.0,0.8980334982922304,1,0,0,0,1,0,1,1,0
3131,135000.0,2.0,53.0,23.12983839503892,1,1,0,1,1,0,1,1,0
3132,112500.0,2.0,49.0,5.881024251011314,1,1,0,1,1,0,1,1,0
3133,202500.0,1.0,45.0,7.425203802952833,1,0,0,1,1,0,1,2,0
3134,112500.0,2.0,66.0,0.0,0,1,0,1,1,2,1,1,0
3135,247500.0,1.0,61.0,6.483363792548786,1,0,0,1,1,0,1,2,0
3136,112500.0,3.0,34.0,8.958431726866397,1,0,0,0,0,1,3,1,0
3137,112500.0,2.0,63.0,0.0,0,1,0,1,1,2,1,1,0
3138,90000.0,2.0,50.0,9.782541735969938,1,0,0,1,1,0,1,1,0
3139,49500.0,2.0,54.0,34.25943037844719,1,1,0,1,0,0,1,2,0
3140,225000.0,1.0,55.0,6.527170304660602,1,0,0,1,1,0,1,4,0
3141,135000.0,2.0,54.0,14.4369836478504,1,0,0,0,1,1,1,1,0
3142,360000.0,2.0,30.0,1.3881188525431734,1,0,1,1,0,1,1,1,0
3143,225000.0,3.0,36.0,3.6797470173925535,1,1,0,1,0,0,1,1,0
3144,202500.0,2.0,30.0,2.844685380261059,1,1,1,0,0,0,1,1,0
